split,sample_idx,query_poi_id,target_poi_id,bucket,target_epoch,traj_len,positive_unique_count,positive_fact_count,parsed_ok,note
train,2752,1227,984,3,1337350788,14,2,2,True,
train,2753,179,704,3,1337778113,2,2,2,True,
train,2754,3594,1487,3,1338147939,11,3,3,True,
train,2755,736,1436,3,1338510920,4,2,2,True,
train,2756,1436,939,0,1339118343,4,3,3,True,
train,2757,671,1436,1,1339550393,4,3,4,True,
train,2758,2666,1436,2,1340002793,5,1,1,True,
train,2759,4178,1436,3,1340241371,2,4,4,True,
train,2760,638,1436,1,1340762607,3,3,5,True,
train,2761,415,555,1,1341559637,8,1,1,True,
train,2762,555,1248,7,1334548664,8,1,1,True,
train,2763,635,3594,3,1342206306,3,12,13,True,
train,2764,1436,661,0,1342606840,4,1,2,True,
train,2765,2666,661,1,1343644976,2,3,3,True,
train,2766,4657,817,7,1344629700,8,4,4,True,
train,2767,111,111,3,1345125541,2,2,2,True,
train,2768,1436,1436,3,1350954684,3,6,6,True,
train,2769,1436,405,0,1351252319,8,8,8,True,
train,2770,83,4971,7,1351427692,2,13,13,True,
train,2771,1248,179,2,1334915014,4,6,6,True,
train,2772,687,687,3,1351687996,2,5,5,True,
train,2773,1107,4978,3,1352215701,2,6,6,True,
train,2774,715,356,0,1335530949,6,24,42,True,
train,2775,1258,15,6,1336218404,5,3,3,True,
train,2776,3697,1534,0,1333511945,4,1,1,True,
train,2777,2360,1534,0,1336105434,5,3,7,True,
train,2778,2360,1534,0,1336536406,5,3,8,True,
train,2779,1153,348,5,1336880495,2,7,7,True,
train,2780,2360,1367,0,1337314236,9,2,4,True,
train,2781,1787,698,1,1337946155,2,7,8,True,
train,2782,2360,2663,0,1338271714,2,2,2,True,
train,2783,2360,2663,0,1339024609,2,2,3,True,
train,2784,1534,111,1,1334054442,4,1,1,True,
train,2785,2360,1534,0,1340770353,2,4,13,True,
train,2786,1298,2360,1,1341275087,2,2,3,True,
train,2787,2360,67,5,1341639768,8,3,3,True,
train,2788,3697,778,0,1334302961,3,1,1,True,
train,2789,2023,251,5,1345271732,2,2,2,True,
train,2790,2360,2360,0,1334794965,10,2,4,True,
train,2791,145,484,3,1351258907,2,8,8,True,
train,2792,129,401,3,1351732221,4,6,7,True,
train,2793,2360,2360,0,1335400267,5,2,7,True,
train,2794,668,80,3,1335609112,4,1,1,True,
train,2795,1313,126,4,1335682770,2,1,1,True,
train,2796,142,434,2,1341362653,2,5,5,True,
train,2797,865,1313,3,1334877433,3,1,1,True,
train,2798,1313,919,5,1335068410,2,1,1,True,
train,2799,58,1193,7,1338126716,5,1,1,True,
train,2800,886,886,3,1335582541,2,2,3,True,
train,2801,4231,1043,0,1337639813,2,1,1,True,
train,2802,4231,1043,0,1339627719,13,2,4,True,
train,2803,3591,4231,7,1339983647,2,1,1,True,
train,2804,3591,4231,0,1342139247,3,3,5,True,
train,2805,4231,4231,0,1351124682,3,4,7,True,
train,2806,2258,2258,3,1336812297,3,4,6,True,
train,2807,2258,2258,3,1338294822,6,6,9,True,
train,2808,2258,2258,3,1341570533,7,7,11,True,
train,2809,2387,2894,3,1342000799,3,3,3,True,
train,2810,2387,2258,6,1343576710,6,1,1,True,
train,2811,2258,2258,3,1347694018,2,9,15,True,
train,2812,2258,2104,3,1334830564,3,1,2,True,
train,2813,2258,4971,7,1351442253,5,16,16,True,
train,2814,2227,2104,5,1334985033,2,1,1,True,
train,2815,2258,2104,7,1335679527,4,1,1,True,
train,2816,2539,75,3,1333539866,2,1,1,True,
train,2817,1661,2693,1,1337298289,5,3,5,True,
train,2818,410,656,3,1333969296,4,1,1,True,
train,2819,2539,410,3,1334840635,6,2,2,True,
train,2820,540,3374,7,1339309752,3,2,2,True,
train,2821,398,4466,3,1339598322,7,1,1,True,
train,2822,3392,408,1,1339997028,3,2,2,True,
train,2823,4096,408,3,1334891266,3,1,1,True,
train,2824,3392,186,3,1342173468,2,4,4,True,
train,2825,806,1088,1,1342486930,3,3,3,True,
train,2826,4758,3392,0,1344490399,3,1,1,True,
train,2827,408,4758,0,1350351722,2,2,4,True,
train,2828,1088,408,0,1350986897,3,3,5,True,
train,2829,408,4912,3,1352125203,3,1,1,True,
train,2830,806,4758,1,1336457317,4,1,1,True,
train,2831,408,1088,1,1337216510,9,2,2,True,
train,2832,806,408,1,1337649509,2,1,1,True,
train,2833,462,2255,2,1336490137,2,2,2,True,
train,2834,2582,1498,7,1337005964,6,1,1,True,
train,2835,2582,1463,3,1337215282,3,10,10,True,
train,2836,4415,462,2,1337943800,2,2,2,True,
train,2837,462,524,2,1334130427,8,1,1,True,
train,2838,4415,4472,0,1339137344,4,5,8,True,
train,2839,274,4415,5,1339311446,2,1,1,True,
train,2840,480,462,6,1334542262,3,1,1,True,
train,2841,1498,462,0,1334894793,2,3,3,True,
train,2842,4415,462,0,1335258760,7,4,4,True,
train,2843,179,621,6,1335682377,4,6,6,True,
train,2844,2177,1159,3,1336139259,3,1,1,True,
train,2845,1407,799,7,1343506925,4,4,4,True,
train,2846,3588,3905,2,1334307987,3,1,1,True,
train,2847,3691,4971,7,1351426254,6,13,13,True,
train,2848,2177,2178,2,1334735451,2,1,1,True,
train,2849,3792,3792,0,1337217557,2,1,2,True,
train,2850,3792,621,0,1339418200,2,16,18,True,
train,2851,1824,1898,2,1335508023,2,1,1,True,
train,2852,3876,4930,5,1347684327,43,4,13,True,
train,2853,1898,3794,2,1341213657,5,2,2,True,
train,2854,2019,739,1,1333517290,2,2,2,True,
train,2855,2265,3950,0,1336527676,4,2,2,True,
train,2856,3950,4437,1,1337925110,2,1,1,True,
train,2857,584,3950,3,1339031344,3,2,3,True,
train,2858,739,792,1,1339166242,2,2,2,True,
train,2859,1093,3950,2,1339465679,2,1,1,True,
train,2860,2019,3950,3,1334798445,5,1,2,True,
train,2861,2794,584,3,1335357437,4,12,18,True,
train,2862,2102,404,0,1338506044,2,19,41,True,
train,2863,2119,80,7,1336760867,2,2,2,True,
train,2864,185,800,7,1336830121,2,2,2,True,
train,2865,1050,4363,2,1337300347,3,1,1,True,
train,2866,311,2054,5,1334535499,5,1,1,True,
train,2867,2054,348,0,1334913468,2,20,36,True,
train,2868,2054,2054,0,1335398423,4,3,5,True,
train,2869,1040,2782,3,1335262816,2,2,2,True,
train,2870,2782,153,0,1337167852,2,1,1,True,
train,2871,843,153,3,1338047090,2,3,3,True,
train,2872,1305,4747,4,1339300366,5,2,2,True,
train,2873,480,348,2,1341387819,4,32,49,True,
train,2874,2782,550,6,1341663030,4,1,1,True,
train,2875,4512,4864,3,1342222199,4,3,3,True,
train,2876,2782,4864,1,1342439308,3,1,1,True,
train,2877,410,4864,3,1350053076,2,4,4,True,
train,2878,4978,4864,3,1352254614,4,5,5,True,
train,2879,2453,4470,2,1336669537,10,2,2,True,
train,2880,4470,4470,0,1337024676,2,2,2,True,
train,2881,2622,4470,0,1339208210,6,3,3,True,
train,2882,4470,4470,5,1339942699,3,2,3,True,
train,2883,1898,2077,2,1341310986,6,3,3,True,
train,2884,4470,2077,6,1341656519,9,1,1,True,
train,2885,3638,4470,0,1341823161,2,4,6,True,
train,2886,994,4470,7,1335622531,2,1,1,True,
train,2887,732,1348,0,1333541326,2,1,1,True,
train,2888,1295,3780,3,1336528276,2,1,1,True,
train,2889,3780,1295,0,1337084825,2,1,1,True,
train,2890,3780,3780,2,1338861789,2,1,1,True,
train,2891,3077,3780,3,1342602712,3,2,3,True,
train,2892,356,2617,5,1344666837,2,5,5,True,
train,2893,4178,265,3,1334835206,3,1,1,True,
train,2894,925,100,2,1351266405,3,1,1,True,
train,2895,190,4109,6,1335626650,4,1,1,True,
train,2896,2211,2614,6,1336361390,4,1,1,True,
train,2897,279,4683,3,1336534177,2,2,2,True,
train,2898,2133,225,3,1336785364,3,1,1,True,
train,2899,240,90,7,1338120892,3,2,2,True,
train,2900,279,279,3,1334366562,13,1,1,True,
train,2901,279,621,0,1341808337,3,18,22,True,
train,2902,836,3935,0,1342526409,2,1,1,True,
train,2903,621,1367,1,1344834318,2,2,2,True,
train,2904,2211,2211,0,1351033631,3,3,4,True,
train,2905,192,353,3,1352181545,3,7,7,True,
train,2906,2614,4049,1,1335268249,3,1,2,True,
train,2907,3768,1713,3,1337779600,3,5,18,True,
train,2908,3743,3590,3,1338227880,2,2,7,True,
train,2909,3590,3743,3,1339071493,6,3,7,True,
train,2910,3743,3590,3,1340201216,2,2,9,True,
train,2911,4694,3150,3,1341190697,3,3,3,True,
train,2912,3768,1713,3,1342036517,3,7,27,True,
train,2913,1713,4694,3,1342460866,5,3,5,True,
train,2914,1713,4694,3,1344200058,2,3,6,True,
train,2915,1713,4694,3,1345397471,2,3,7,True,
train,2916,3590,3768,3,1335367056,3,1,1,True,
train,2917,1713,4694,3,1352137318,2,3,8,True,
train,2918,3590,3150,3,1336725388,7,1,1,True,
train,2919,3768,3743,3,1336945605,2,2,3,True,
train,2920,3590,3743,3,1337253504,5,3,5,True,
train,2921,3931,4330,3,1333538276,6,1,1,True,
train,2922,3385,3943,3,1337204936,136,3,3,True,
train,2923,3187,3071,4,1337406222,5,2,2,True,
train,2924,3931,2250,3,1337642572,11,5,5,True,
train,2925,3385,389,3,1337786964,7,3,3,True,
train,2926,3385,3580,1,1337918684,6,1,2,True,
train,2927,3234,4333,3,1338298050,29,4,4,True,
train,2928,4725,4725,0,1338527055,8,5,11,True,
train,2929,4725,2250,0,1338847925,27,3,16,True,
train,2930,2250,4725,4,1339201515,28,2,4,True,
train,2931,3234,2616,3,1339628237,26,11,12,True,
train,2932,2250,3187,0,1333675560,2,1,1,True,
train,2933,2250,3187,3,1339968953,12,2,3,True,
train,2934,4725,2250,0,1340238026,3,4,22,True,
train,2935,2616,2616,0,1340770601,8,5,12,True,
train,2936,3234,2991,7,1341067497,4,2,4,True,
train,2937,3341,3931,3,1341835973,70,6,7,True,
train,2938,4000,3071,2,1342177439,25,5,5,True,
train,2939,2991,2991,1,1342513155,37,4,10,True,
train,2940,3361,3234,3,1342615008,3,5,6,True,
train,2941,3187,2991,4,1333858143,14,1,1,True,
train,2942,2250,3580,4,1342919700,5,2,2,True,
train,2943,2991,4476,1,1343104251,8,1,1,True,
train,2944,4104,3234,0,1343611578,19,3,3,True,
train,2945,2616,2991,0,1344218285,6,7,20,True,
train,2946,2991,4725,3,1344510823,3,12,18,True,
train,2947,2250,2616,4,1344740053,9,6,10,True,
train,2948,4223,3385,3,1344939976,7,4,5,True,
train,2949,2250,4721,1,1345181494,3,2,4,True,
train,2950,3580,4476,5,1345346103,4,2,2,True,
train,2951,3166,3166,3,1334213525,23,2,2,True,
train,2952,3234,3608,4,1345256968,6,1,1,True,
train,2953,3943,3341,3,1346852334,9,6,7,True,
train,2954,2616,4146,5,1347167811,3,2,2,True,
train,2955,4333,3234,7,1347722860,22,3,3,True,
train,2956,2991,4104,0,1349650637,7,2,2,True,
train,2957,4725,2250,3,1350424392,11,9,13,True,
train,2958,3187,4725,0,1351471990,54,8,28,True,
train,2959,3943,3351,2,1351761276,30,4,4,True,
train,2960,2250,2991,0,1334529079,34,2,2,True,
train,2961,2250,2991,0,1352250286,19,7,27,True,
train,2962,3187,2991,0,1352416495,6,7,28,True,
train,2963,2991,3166,0,1334617437,4,1,1,True,
train,2964,4223,2616,3,1335396055,53,3,3,True,
train,2965,4000,3071,4,1335658985,28,1,1,True,
train,2966,3341,3166,0,1335914928,12,4,4,True,
train,2967,3844,3142,7,1335644141,2,2,2,True,
train,2968,3142,3844,7,1336219047,3,1,1,True,
train,2969,3142,3142,3,1337147953,11,2,6,True,
train,2970,1094,3142,7,1333830493,6,1,1,True,
train,2971,3844,3142,3,1334953207,3,2,2,True,
train,2972,675,4492,7,1336171619,4,3,3,True,
train,2973,354,1092,3,1336320958,2,2,7,True,
train,2974,354,809,3,1336968397,3,1,1,True,
train,2975,1092,809,3,1337224064,5,2,2,True,
train,2976,1092,675,3,1337626310,2,4,5,True,
train,2977,1092,675,3,1337798649,2,4,6,True,
train,2978,354,3375,7,1338118502,3,1,1,True,
train,2979,236,4492,7,1333866087,3,1,1,True,
train,2980,1092,354,7,1338721607,2,3,4,True,
train,2981,1403,1472,3,1338837288,2,7,7,True,
train,2982,1101,1092,7,1339948889,3,3,3,True,
train,2983,1403,1472,3,1340219217,4,7,8,True,
train,2984,354,1092,3,1334339867,12,2,3,True,
train,2985,1092,1092,3,1341417725,5,5,13,True,
train,2986,4492,354,0,1334654510,3,1,1,True,
train,2987,3359,4492,1,1335158324,13,1,1,True,
train,2988,616,3594,3,1333469317,3,1,1,True,
train,2989,4738,4738,0,1335994639,6,1,2,True,
train,2990,3594,4738,7,1333834461,5,2,2,True,
train,2991,1728,2056,2,1334059509,4,1,2,True,
train,2992,4738,2781,3,1334331044,3,1,1,True,
train,2993,3594,4738,7,1334438378,3,2,3,True,
train,2994,4738,3594,7,1335030697,19,4,4,True,
train,2995,3594,4738,3,1335399634,7,4,7,True,
train,2996,1800,4738,7,1335677921,8,3,5,True,
train,2997,4257,1605,3,1333457252,5,1,1,True,
train,2998,799,1094,1,1337235035,48,1,1,True,
train,2999,2474,3896,2,1337587499,11,4,4,True,
train,3000,799,1094,2,1337758571,7,1,1,True,
train,3001,4659,3896,3,1338293057,36,6,8,True,
train,3002,1390,2405,2,1338455672,11,4,4,True,
train,3003,1136,779,0,1338862766,6,5,6,True,
train,3004,1373,1094,3,1338989964,19,1,1,True,
train,3005,3896,966,3,1339161228,6,6,7,True,
train,3006,979,2761,3,1339592463,10,4,5,True,
train,3007,4257,1605,6,1333789143,10,1,1,True,
train,3008,656,779,1,1339991694,8,6,11,True,
train,3009,4659,3896,3,1340197464,6,6,10,True,
train,3010,1873,3896,0,1341484593,32,2,2,True,
train,3011,3923,4257,3,1341579842,5,3,3,True,
train,3012,966,4659,7,1341748865,2,3,3,True,
train,3013,3170,966,3,1342189424,7,10,11,True,
train,3014,4659,3878,0,1342522898,4,1,1,True,
train,3015,979,2761,3,1334757174,10,2,2,True,
train,3016,966,3896,6,1345379689,4,2,3,True,
train,3017,2653,437,7,1347721809,11,11,11,True,
train,3018,799,1373,7,1335107992,5,1,1,True,
train,3019,356,1373,2,1335341332,7,1,1,True,
train,3020,799,909,2,1335861581,2,2,2,True,
train,3021,1136,1590,0,1336098750,8,8,8,True,
train,3022,909,1136,2,1336375760,2,12,17,True,
train,3023,1061,799,2,1336639941,14,5,7,True,
train,3024,186,3975,7,1344756994,2,1,1,True,
train,3025,3478,1019,7,1336903086,2,1,1,True,
train,3026,979,279,1,1334289045,6,1,1,True,
train,3027,4386,1370,3,1334751515,11,1,1,True,
train,3028,4386,1370,6,1341662159,5,1,1,True,
train,3029,4293,842,4,1334976118,3,1,1,True,
train,3030,4386,4293,3,1335316345,3,1,1,True,
train,3031,2993,4386,6,1335609788,2,1,1,True,
train,3032,2219,3348,0,1336457831,3,1,1,True,
train,3033,933,2219,3,1339599512,3,12,16,True,
train,3034,3685,4029,3,1344554257,2,1,1,True,
train,3035,3588,667,7,1344832680,2,1,1,True,
train,3036,3685,2792,7,1345418912,2,1,1,True,
train,3037,1373,3685,2,1350991569,4,1,1,True,
train,3038,4029,3685,3,1334242522,2,1,1,True,
train,3039,4235,773,1,1336107398,2,1,1,True,
train,3040,234,2330,1,1336627042,2,1,1,True,
train,3041,238,77,3,1337163935,2,1,1,True,
train,3042,1228,564,5,1337418755,2,2,2,True,
train,3043,1000,3910,2,1337607658,2,1,1,True,
train,3044,2770,1671,5,1338695305,2,2,2,True,
train,3045,1121,4893,0,1341383577,3,8,8,True,
train,3046,4235,4235,1,1334109647,2,2,2,True,
train,3047,3910,2770,3,1344657283,2,1,1,True,
train,3048,1121,2330,0,1344940554,2,1,1,True,
train,3049,777,970,6,1334522847,3,1,1,True,
train,3050,640,3910,3,1335349870,3,1,1,True,
train,3051,3376,27,2,1336741086,5,1,1,True,
train,3052,569,1674,7,1338656528,2,3,3,True,
train,3053,3252,876,7,1351361642,2,5,5,True,
train,3054,48,1713,7,1334468395,5,1,1,True,
train,3055,727,856,3,1336057924,2,1,1,True,
train,3056,946,249,2,1336477079,2,5,7,True,
train,3057,1056,1312,7,1334417328,3,1,1,True,
train,3058,2064,356,3,1339166027,2,63,89,True,
train,3059,2366,1511,3,1342016276,4,9,9,True,
train,3060,904,799,3,1346850018,4,12,15,True,
train,3061,356,1061,3,1347636768,5,9,19,True,
train,3062,2545,356,3,1350060184,6,87,125,True,
train,3063,1581,799,7,1351407963,2,5,6,True,
train,3064,1312,797,3,1334832713,6,2,2,True,
train,3065,356,356,7,1335633597,5,4,4,True,
train,3066,2064,1061,3,1335884438,3,2,4,True,
train,3067,2024,547,0,1336526925,2,2,2,True,
train,3068,1511,2280,3,1336789367,8,3,3,True,
train,3069,2064,356,3,1337350437,4,49,70,True,
train,3070,496,356,3,1338222965,2,55,76,True,
train,3071,1904,1906,2,1351028823,2,1,1,True,
train,3072,1906,1632,3,1341792455,2,11,14,True,
train,3073,979,3163,3,1339011743,5,5,16,True,
train,3074,979,621,7,1345306488,3,27,28,True,
train,3075,584,979,3,1346871813,3,31,75,True,
train,3076,4181,1029,5,1339304800,2,2,2,True,
train,3077,1029,969,6,1341652239,3,1,1,True,
train,3078,64,4971,6,1351414597,4,3,4,True,
train,3079,969,868,6,1336914663,2,1,1,True,
train,3080,115,75,6,1338723087,2,2,2,True,
train,3081,1067,815,7,1339928170,2,1,1,True,
train,3082,621,401,3,1334751617,2,1,1,True,
train,3083,75,405,7,1336309355,3,1,1,True,
train,3084,108,544,2,1336182852,3,1,1,True,
train,3085,166,268,3,1336498303,2,3,4,True,
train,3086,415,108,3,1337036250,7,5,5,True,
train,3087,161,544,1,1337389047,4,1,1,True,
train,3088,108,544,0,1338296411,14,1,2,True,
train,3089,108,3,4,1338717986,2,1,1,True,
train,3090,1851,268,3,1334160113,4,1,1,True,
train,3091,864,108,7,1339365048,2,5,6,True,
train,3092,268,108,3,1341372537,3,6,7,True,
train,3093,108,544,1,1341565846,2,2,2,True,
train,3094,1851,197,7,1341688716,3,1,1,True,
train,3095,89,108,6,1334528997,7,1,1,True,
train,3096,197,3,3,1342372163,2,4,4,True,
train,3097,268,197,7,1343502913,2,3,3,True,
train,3098,161,86,0,1351250695,2,1,1,True,
train,3099,963,108,3,1351789742,2,9,10,True,
train,3100,161,108,3,1334874490,2,1,1,True,
train,3101,187,268,7,1335018513,3,1,1,True,
train,3102,268,108,3,1335219562,2,2,2,True,
train,3103,108,161,4,1335681582,5,1,1,True,
train,3104,2016,4193,0,1336538935,8,1,2,True,
train,3105,1976,2016,0,1337042160,4,4,13,True,
train,3106,698,2016,1,1337299808,3,1,1,True,
train,3107,2016,4193,0,1337647658,2,1,3,True,
train,3108,1976,2016,0,1338942749,5,4,18,True,
train,3109,2016,4193,0,1339116015,4,1,4,True,
train,3110,994,1976,3,1339627438,8,2,3,True,
train,3111,2016,698,0,1341314138,3,13,15,True,
train,3112,2016,880,0,1341577788,3,3,3,True,
train,3113,994,2016,0,1341792899,2,6,26,True,
train,3114,2016,96,0,1342169735,5,1,1,True,
train,3115,2016,287,0,1334312687,5,1,1,True,
train,3116,2016,4193,0,1342588286,6,2,7,True,
train,3117,356,2016,3,1344561378,3,2,2,True,
train,3118,4193,2016,0,1344903768,4,7,31,True,
train,3119,4193,2016,0,1345422315,3,7,32,True,
train,3120,782,356,2,1346839116,4,44,66,True,
train,3121,4193,2016,0,1347493909,2,7,34,True,
train,3122,4193,2016,0,1350434342,2,7,35,True,
train,3123,1976,2016,0,1351210750,9,7,37,True,
train,3124,2016,2016,0,1352095284,2,7,39,True,
train,3125,2016,4193,0,1334622334,4,1,1,True,
train,3126,2016,1976,2,1334880196,4,1,1,True,
train,3127,698,2016,3,1335403684,4,1,1,True,
train,3128,2016,704,0,1336108916,4,2,2,True,
train,3129,1529,1529,7,1336355997,2,1,1,True,
train,3130,254,52,6,1336816163,3,1,1,True,
train,3131,2617,2714,6,1338171943,2,1,1,True,
train,3132,978,2407,4,1343533363,2,2,2,True,
train,3133,2763,978,3,1334142367,2,1,1,True,
train,3134,2407,1529,6,1334540823,2,1,1,True,
train,3135,2714,978,5,1335067267,3,2,2,True,
train,3136,2407,147,5,1335608365,4,1,1,True,
train,3137,2477,797,3,1336037860,4,4,4,True,
train,3138,2883,2477,3,1336686091,2,1,9,True,
train,3139,2477,2883,3,1337028497,2,2,5,True,
train,3140,2477,2477,3,1337895519,2,2,12,True,
train,3141,2883,2477,3,1338932243,5,2,15,True,
train,3142,2477,2477,0,1339538712,4,1,1,True,
train,3143,2477,4757,3,1340226289,2,6,6,True,
train,3144,564,1318,2,1341328244,2,1,1,True,
train,3145,2477,2883,3,1334264193,4,1,1,True,
train,3146,821,2477,2,1342166519,3,1,1,True,
train,3147,2883,2477,3,1342472305,3,2,20,True,
train,3148,2477,2883,3,1344547001,2,2,10,True,
train,3149,2883,2477,3,1334873232,3,1,4,True,
train,3150,2883,2477,3,1335214734,3,1,6,True,
train,3151,1480,1682,0,1336113954,3,4,7,True,
train,3152,4050,1122,2,1336447743,2,1,1,True,
train,3153,2296,1122,3,1337220768,12,2,5,True,
train,3154,2296,1122,0,1337652622,6,2,2,True,
train,3155,1122,2296,5,1338150389,2,1,1,True,
train,3156,1122,2296,3,1341321925,4,4,5,True,
train,3157,1122,2296,3,1341590079,4,4,6,True,
train,3158,2296,1122,3,1342061171,4,3,11,True,
train,3159,1122,1122,3,1342586156,2,4,13,True,
train,3160,2296,2296,3,1344629542,5,5,9,True,
train,3161,1122,1122,1,1345179501,2,1,3,True,
train,3162,1480,2296,3,1351002343,5,5,10,True,
train,3163,2296,2296,6,1351358947,6,1,1,True,
train,3164,586,2296,7,1335554529,2,1,1,True,
train,3165,2120,3686,2,1333522100,13,1,1,True,
train,3166,2110,3492,1,1337055571,16,1,1,True,
train,3167,4407,4382,3,1337204755,15,3,8,True,
train,3168,2451,4393,3,1337950507,11,4,5,True,
train,3169,2110,3054,2,1338272683,23,3,6,True,
train,3170,2581,3159,2,1338532518,22,10,18,True,
train,3171,2314,2229,2,1338801115,19,4,6,True,
train,3172,4393,2451,0,1350947743,2,2,2,True,
train,3173,3159,3686,4,1334359246,47,1,1,True,
train,3174,3159,3686,2,1334568177,8,2,2,True,
train,3175,4407,4382,0,1334799389,14,1,1,True,
train,3176,2097,3054,1,1335158737,13,3,3,True,
train,3177,966,1941,5,1335683588,45,1,1,True,
train,3178,4382,4407,3,1335898036,7,4,8,True,
train,3179,3686,4393,4,1336221899,18,2,3,True,
train,3180,3159,1683,2,1336569162,33,1,1,True,
train,3181,1011,1011,7,1351279700,2,1,2,True,
train,3182,1011,1562,3,1351708916,2,1,1,True,
train,3183,1281,842,2,1337074395,2,5,5,True,
train,3184,1605,1605,6,1339323970,8,2,2,True,
train,3185,2454,356,1,1342101942,4,27,37,True,
train,3186,1889,519,1,1350431332,2,1,1,True,
train,3187,1177,584,7,1333810272,2,2,2,True,
train,3188,3626,963,3,1336167951,3,7,13,True,
train,3189,3626,963,3,1336771634,2,8,16,True,
train,3190,3626,963,3,1337117270,3,8,18,True,
train,3191,3626,3626,3,1339148247,2,2,11,True,
train,3192,963,963,3,1339619293,5,11,26,True,
train,3193,963,3626,3,1342206500,7,2,13,True,
train,3194,3626,3626,3,1334316939,6,2,4,True,
train,3195,3793,484,5,1334990141,6,4,4,True,
train,3196,2492,3471,0,1340249324,2,2,2,True,
train,3197,1133,356,1,1351243426,3,34,45,True,
train,3198,512,1133,3,1334779766,2,2,2,True,
train,3199,1765,16,7,1335632252,3,2,2,True,
train,3200,233,4376,1,1336721028,2,1,1,True,
train,3201,3895,2555,7,1339235453,5,1,1,True,
train,3202,423,1176,3,1339465465,2,4,4,True,
train,3203,2164,1438,7,1341075860,2,3,3,True,
train,3204,698,356,3,1344635827,2,84,120,True,
train,3205,1956,3791,0,1345425657,2,1,1,True,
train,3206,2376,3791,3,1350629561,2,1,1,True,
train,3207,439,4971,7,1351427540,2,13,13,True,
train,3208,2372,3791,2,1352264609,2,1,1,True,
train,3209,3772,2610,7,1335032398,2,2,2,True,
train,3210,92,3946,7,1347723188,6,3,4,True,
train,3211,1298,3946,0,1350050651,3,1,1,True,
train,3212,423,3946,7,1341057281,2,1,1,True,
train,3213,1236,4087,3,1341486857,18,1,2,True,
train,3214,172,997,2,1343644893,6,2,2,True,
train,3215,880,3946,7,1344183506,4,2,2,True,
train,3216,1843,3946,3,1344940537,16,1,2,True,
train,3217,340,3478,6,1345292527,3,4,4,True,
train,3218,3286,931,0,1333676293,3,1,1,True,
train,3219,3244,963,0,1337208313,5,5,5,True,
train,3220,3700,3700,2,1337649071,3,3,3,True,
train,3221,2934,1606,7,1338033406,4,1,1,True,
train,3222,2934,3700,0,1338270449,3,3,7,True,
train,3223,2934,927,0,1333948875,3,1,1,True,
train,3224,1606,2934,3,1339116429,7,4,6,True,
train,3225,496,1606,3,1339612945,4,1,1,True,
train,3226,927,2934,0,1340763684,2,2,3,True,
train,3227,2934,384,1,1341317233,5,1,1,True,
train,3228,927,2934,0,1341534906,4,2,5,True,
train,3229,2934,873,0,1341814704,5,4,5,True,
train,3230,3700,496,2,1334389044,7,1,1,True,
train,3231,927,1465,4,1342227403,6,2,2,True,
train,3232,2839,927,7,1344215700,2,1,1,True,
train,3233,1606,900,2,1334754656,11,1,1,True,
train,3234,2934,3700,0,1335141119,2,2,3,True,
train,3235,3700,927,2,1335326599,3,1,2,True,
train,3236,2934,356,5,1335629606,4,9,9,True,
train,3237,2934,927,0,1336108141,3,1,5,True,
train,3238,4959,970,4,1350085920,3,4,5,True,
train,3239,2601,3857,2,1351167849,9,1,1,True,
train,3240,4971,1303,7,1351460855,2,2,2,True,
train,3241,4959,3490,0,1351816251,5,1,1,True,
train,3242,1238,970,3,1352213342,2,6,7,True,
train,3243,3644,1308,2,1334053903,2,1,1,True,
train,3244,970,1890,3,1335234744,3,1,1,True,
train,3245,1686,970,3,1335906772,2,1,1,True,
train,3246,970,2663,2,1336465907,4,3,3,True,
train,3247,1373,1904,0,1341530607,8,4,5,True,
train,3248,3296,2554,0,1333512417,3,1,1,True,
train,3249,2557,3296,0,1336526672,7,2,11,True,
train,3250,2554,3296,0,1337045515,5,3,12,True,
train,3251,3296,1003,0,1337240836,3,3,5,True,
train,3252,2554,3296,0,1339549685,5,3,14,True,
train,3253,4258,890,0,1339996237,2,5,5,True,
train,3254,1718,1003,1,1333953667,6,1,1,True,
train,3255,2052,3296,0,1344216896,2,4,15,True,
train,3256,855,964,3,1344603897,6,17,22,True,
train,3257,1196,1998,7,1344709326,2,2,2,True,
train,3258,2889,1346,2,1344924757,10,1,1,True,
train,3259,2052,2315,0,1345420162,4,1,1,True,
train,3260,3272,3479,7,1345298104,7,1,1,True,
train,3261,2554,1744,1,1346841150,4,2,2,True,
train,3262,1718,1003,1,1334212805,5,1,2,True,
train,3263,1463,1637,2,1347606283,11,1,1,True,
train,3264,936,1262,2,1349247333,2,1,1,True,
train,3265,1820,3479,2,1350050041,9,2,3,True,
train,3266,4258,1116,0,1350436235,14,2,2,True,
train,3267,2554,1116,0,1350610435,10,3,3,True,
train,3268,3479,1346,7,1351413947,34,1,1,True,
train,3269,2889,2557,3,1351821502,8,2,2,True,
train,3270,1116,2562,0,1352258338,11,3,3,True,
train,3271,4637,3479,2,1334968477,26,1,1,True,
train,3272,3335,3296,0,1335400727,18,2,10,True,
train,3273,791,1461,6,1342413543,2,1,1,True,
train,3274,410,796,3,1334843847,3,2,2,True,
train,3275,1811,2882,0,1335323058,7,4,7,True,
train,3276,1811,601,5,1336192924,3,1,1,True,
train,3277,4043,2591,4,1333778068,2,1,1,True,
train,3278,4972,4043,0,1336092370,3,1,2,True,
