split,sample_idx,target_poi_id,target_epoch,traj_len,positive_unique_count,positive_fact_count,parsed_ok,note
train,3230,496,1334389044,7,1,1,True,
train,3231,1465,1342227403,6,27,38,True,
train,3232,927,1344215700,2,17,30,True,
train,3233,900,1334754656,11,0,0,True,
train,3234,3700,1335141119,2,3,5,True,
train,3235,927,1335326599,3,6,7,True,
train,3236,356,1335629606,4,111,164,True,
train,3237,927,1336108141,3,8,11,True,
train,3238,970,1350085920,3,17,17,True,
train,3239,3857,1351167849,9,9,9,True,
train,3240,1303,1351460855,2,9,9,True,
train,3241,3490,1351816251,5,0,0,True,
train,3242,970,1352213342,2,19,23,True,
train,3243,1308,1334053903,2,0,0,True,
train,3244,1890,1335234744,3,1,1,True,
train,3245,970,1335906772,2,2,2,True,
train,3246,2663,1336465907,4,2,3,True,
train,3247,1904,1341530607,8,18,18,True,
train,3248,2554,1333512417,3,0,0,True,
train,3249,3296,1336526672,7,6,12,True,
train,3250,3296,1337045515,5,7,14,True,
train,3251,1003,1337240836,3,12,22,True,
train,3252,3296,1339549685,5,9,19,True,
train,3253,890,1339996237,2,14,18,True,
train,3254,1003,1333953667,6,0,0,True,
train,3255,3296,1344216896,2,9,20,True,
train,3256,964,1344603897,6,41,63,True,
train,3257,1998,1344709326,2,15,18,True,
train,3258,1346,1344924757,10,1,1,True,
train,3259,2315,1345420162,4,1,1,True,
train,3260,3479,1345298104,7,4,6,True,
train,3261,1744,1346841150,4,4,5,True,
train,3262,1003,1334212805,5,2,2,True,
train,3263,1637,1347606283,11,2,3,True,
train,3264,1262,1349247333,2,3,3,True,
train,3265,3479,1350050041,9,6,9,True,
train,3266,1116,1350436235,14,9,14,True,
train,3267,1116,1350610435,10,11,16,True,
train,3268,1346,1351413947,34,4,6,True,
train,3269,2557,1351821502,8,10,18,True,
train,3270,2562,1352258338,11,3,3,True,
train,3271,3479,1334968477,26,2,3,True,
train,3272,3296,1335400727,18,5,9,True,
train,3273,1461,1342413543,2,2,2,True,
train,3274,796,1334843847,3,1,1,True,
train,3275,2882,1335323058,7,5,10,True,
train,3276,601,1336192924,3,0,0,True,
train,3277,2591,1333778068,2,0,0,True,
train,3278,4043,1336092370,3,3,3,True,
train,3279,2858,1336432431,2,4,4,True,
train,3280,4972,1336954989,7,5,5,True,
train,3281,2858,1337297337,2,5,7,True,
train,3282,2591,1334006545,3,1,1,True,
train,3283,4972,1337960582,4,6,7,True,
train,3284,4972,1338127562,2,6,8,True,
train,3285,4043,1338815345,4,7,7,True,
train,3286,2858,1339458837,15,10,15,True,
train,3287,4043,1339976685,10,9,13,True,
train,3288,2591,1334313861,2,2,2,True,
train,3289,2591,1334746560,2,3,3,True,
train,3290,2874,1336098574,3,6,7,True,
train,3291,2874,1336543794,5,7,10,True,
train,3292,2874,1337250609,5,9,13,True,
train,3293,1590,1334056682,2,6,6,True,
train,3294,1463,1338937376,3,60,64,True,
train,3295,4741,1339549245,5,5,9,True,
train,3296,3769,1340765053,2,2,3,True,
train,3297,404,1334524826,7,15,23,True,
train,3298,4741,1342573650,2,7,13,True,
train,3299,1044,1343531710,3,11,12,True,
train,3300,2874,1334882109,2,3,4,True,
train,3301,4741,1335401023,8,2,3,True,
train,3302,1044,1335665352,2,4,5,True,
train,3303,254,1333873820,22,0,0,True,
train,3304,4034,1336542058,2,4,4,True,
train,3305,3702,1336693583,3,6,10,True,
train,3306,4731,1336782410,3,3,4,True,
train,3307,2745,1336950553,12,11,12,True,
train,3308,355,1337160976,7,15,25,True,
train,3309,3336,1337421408,13,1,1,True,
train,3310,4034,1337765735,3,6,6,True,
train,3311,466,1337941665,12,2,2,True,
train,3312,4731,1338175731,18,6,7,True,
train,3313,395,1338530852,12,4,4,True,
train,3314,4731,1334535794,43,2,2,True,
train,3315,4731,1338765779,21,8,9,True,
train,3316,65,1339305878,6,1,1,True,
train,3317,979,1339723638,4,114,195,True,
train,3318,3577,1339904099,8,6,6,True,
train,3319,3759,1340240763,6,1,1,True,
train,3320,4452,1340697497,2,15,32,True,
train,3321,1588,1341736464,32,5,7,True,
train,3322,4892,1342223615,34,1,2,True,
train,3323,3122,1334664457,2,0,0,True,
train,3324,2737,1342331334,2,5,5,True,
train,3325,4058,1342585580,7,7,7,True,
train,3326,3918,1343082724,3,2,3,True,
train,3327,1177,1343533457,20,26,27,True,
train,3328,1573,1344742542,24,2,2,True,
train,3329,3759,1345125632,2,6,6,True,
train,3330,3430,1345420862,3,11,16,True,
train,3331,4495,1335526289,4,3,4,True,
train,3332,4495,1335913387,7,4,5,True,
train,3333,2926,1336189849,15,0,0,True,
train,3334,855,1336373943,6,5,5,True,
train,3335,207,1343489913,2,14,15,True,
train,3336,4971,1351412614,5,9,9,True,
train,3337,3003,1340006133,3,1,1,True,
train,3338,2270,1341219379,3,2,2,True,
train,3339,2270,1341823118,4,3,3,True,
train,3340,3003,1347608579,4,4,4,True,
train,3341,2705,1347198057,2,9,9,True,
train,3342,4641,1333991355,2,0,0,True,
train,3343,50,1334410101,6,2,2,True,
train,3344,3279,1335402606,2,2,4,True,
train,3345,3874,1335537876,3,1,1,True,
train,3346,3279,1336352204,2,3,6,True,
train,3347,3279,1337140860,2,5,9,True,
train,3348,2295,1341308188,2,6,6,True,
train,3349,3573,1341833419,2,17,29,True,
train,3350,629,1342071567,2,9,16,True,
train,3351,3279,1334711386,2,1,1,True,
train,3352,864,1333521974,20,0,0,True,
train,3353,3516,1338535250,25,7,12,True,
train,3354,1056,1338971515,45,23,40,True,
train,3355,4253,1339590153,122,14,14,True,
train,3356,192,1339726567,9,128,155,True,
train,3357,2636,1340003790,28,6,6,True,
train,3358,2643,1340244304,9,6,19,True,
train,3359,2660,1340582322,2,50,145,True,
train,3360,1710,1340760480,16,12,21,True,
train,3361,3132,1341078680,17,14,69,True,
train,3362,1469,1341829119,111,38,59,True,
train,3363,2636,1342226060,34,8,12,True,
train,3364,3074,1342607637,23,7,8,True,
train,3365,2636,1342924520,12,9,16,True,
train,3366,736,1343102129,13,53,100,True,
train,3367,1469,1343628864,31,42,68,True,
train,3368,3132,1344169491,9,22,88,True,
train,3369,1124,1344706456,23,5,8,True,
train,3370,2484,1344945635,13,19,22,True,
train,3371,2064,1345173558,6,30,43,True,
train,3372,1581,1345375009,7,28,50,True,
train,3373,1556,1335674070,257,3,16,True,
train,3374,3132,1345301754,7,25,94,True,
train,3375,3132,1346866398,9,25,95,True,
train,3376,3259,1347177579,2,28,58,True,
train,3377,3210,1347667197,19,2,3,True,
train,3378,3132,1351248120,27,28,101,True,
train,3379,1581,1351363084,4,31,53,True,
train,3380,3037,1351817845,6,11,15,True,
train,3381,1312,1352447871,3,27,36,True,
train,3382,3132,1335891479,22,3,27,True,
train,3383,736,1336532034,96,8,24,True,
train,3384,2636,1337417902,196,1,1,True,
train,3385,347,1337650586,25,20,38,True,
train,3386,1356,1337778419,5,7,23,True,
train,3387,2195,1338291726,82,2,7,True,
train,3388,3365,1335486581,9,2,2,True,
train,3389,4197,1336535807,12,1,1,True,
train,3390,1816,1336821865,4,4,5,True,
train,3391,3151,1337079174,3,2,4,True,
train,3392,3794,1337406755,13,7,10,True,
train,3393,1462,1337644705,4,2,2,True,
train,3394,1463,1337787140,2,49,53,True,
train,3395,3151,1338302099,16,6,13,True,
train,3396,2985,1338511976,2,8,14,True,
train,3397,2985,1339113914,18,10,19,True,
train,3398,3151,1339465155,10,8,18,True,
train,3399,1463,1339719406,2,75,80,True,
train,3400,521,1341071559,8,11,13,True,
train,3401,3151,1341320773,6,10,20,True,
train,3402,2985,1341532743,8,14,28,True,
train,3403,1463,1341792143,3,95,100,True,
train,3404,4197,1343091463,2,9,16,True,
train,3405,4197,1343609796,5,10,17,True,
train,3406,190,1345195445,2,106,115,True,
train,3407,2985,1334880962,2,1,1,True,
train,3408,4543,1336950308,2,0,0,True,
train,3409,1079,1334099562,5,1,2,True,
train,3410,542,1334323103,2,1,1,True,
train,3411,4621,1334460279,2,1,1,True,
train,3412,1633,1337219099,3,2,3,True,
train,3413,4671,1333824765,3,1,1,True,
train,3414,587,1342522155,2,8,8,True,
train,3415,4882,1351212620,2,2,3,True,
train,3416,4671,1334667968,2,1,2,True,
train,3417,1411,1334475409,3,0,0,True,
train,3418,8,1334996346,2,2,2,True,
train,3419,4454,1336897693,3,3,3,True,
train,3420,4200,1333583570,4,0,0,True,
train,3421,2832,1336096829,4,3,10,True,
train,3422,1634,1336702081,16,10,21,True,
train,3423,4613,1337328060,17,4,10,True,
train,3424,2920,1337650735,4,13,39,True,
train,3425,4241,1338504861,3,2,3,True,
train,3426,4612,1338813893,9,8,29,True,
train,3427,4613,1339311070,18,6,14,True,
train,3428,2697,1339548112,3,7,17,True,
train,3429,2697,1341795588,2,8,18,True,
train,3430,4612,1333965352,3,2,2,True,
train,3431,3511,1343104669,4,3,4,True,
train,3432,2832,1343608845,5,12,21,True,
train,3433,2341,1344500206,2,6,6,True,
train,3434,621,1345175866,4,179,232,True,
train,3435,3855,1345350001,2,8,17,True,
train,3436,4200,1346820344,4,4,5,True,
train,3437,3794,1347676091,19,27,34,True,
train,3438,3855,1350001607,2,12,22,True,
train,3439,4685,1350542749,2,4,5,True,
train,3440,4685,1352257809,4,6,7,True,
train,3441,4612,1335008213,38,3,13,True,
train,3442,1634,1335570465,19,6,12,True,
train,3443,4612,1335871010,2,4,18,True,
train,3444,223,1336911247,3,7,8,True,
train,3445,472,1337422531,3,8,9,True,
train,3446,213,1338103125,3,5,5,True,
train,3447,415,1334485048,3,1,1,True,
train,3448,1805,1335042691,3,1,1,True,
train,3449,2000,1337307602,5,3,3,True,
train,3450,1177,1351077279,2,32,33,True,
train,3451,404,1334473831,4,14,22,True,
train,3452,2906,1338534509,2,23,24,True,
train,3453,3988,1338729871,3,15,16,True,
train,3454,1534,1339050390,4,10,14,True,
train,3455,130,1339409172,3,3,3,True,
train,3456,3795,1339982924,4,3,4,True,
train,3457,2997,1342095785,3,10,10,True,
train,3458,1829,1334311906,5,1,1,True,
train,3459,469,1334883965,10,1,3,True,
train,3460,179,1335263269,8,28,30,True,
train,3461,741,1335592565,2,4,4,True,
train,3462,190,1335680906,2,37,38,True,
train,3463,549,1336124616,2,3,3,True,
train,3464,595,1337094910,10,2,2,True,
train,3465,549,1333829033,2,0,0,True,
train,3466,2092,1339939275,3,14,16,True,
train,3467,760,1341776821,4,45,67,True,
train,3468,3514,1342612240,2,6,6,True,
train,3469,2857,1334554767,3,5,6,True,
train,3470,3752,1335012279,3,1,1,True,
train,3471,2822,1336105209,2,12,45,True,
train,3472,2814,1336309574,6,2,3,True,
train,3473,2237,1337125306,2,3,4,True,
train,3474,2814,1337583499,2,2,4,True,
train,3475,2813,1333972575,3,0,0,True,
train,3476,2533,1338191865,7,4,4,True,
train,3477,1688,1339568733,13,9,23,True,
train,3478,3787,1339913906,4,11,49,True,
train,3479,2031,1334129826,3,1,1,True,
train,3480,2814,1341585575,20,7,20,True,
train,3481,1808,1341746826,2,8,8,True,
train,3482,2037,1342219420,7,9,14,True,
train,3483,891,1334311929,2,1,1,True,
train,3484,3834,1334990217,6,3,3,True,
train,3485,591,1333505009,3,0,0,True,
train,3486,1939,1337380087,5,8,31,True,
train,3487,1533,1337599921,2,4,4,True,
train,3488,2740,1338276233,9,13,26,True,
train,3489,2740,1338530011,2,14,28,True,
train,3490,2740,1339053993,3,15,30,True,
train,3491,1494,1339604355,15,14,28,True,
train,3492,2740,1340004447,5,19,38,True,
train,3493,2740,1334301662,19,1,2,True,
train,3494,1939,1340768781,2,14,44,True,
train,3495,1939,1341277647,2,16,46,True,
train,3496,2740,1341559603,5,21,41,True,
train,3497,2740,1341818660,5,22,43,True,
train,3498,4907,1342603247,9,5,5,True,
train,3499,1494,1334850010,14,3,8,True,
train,3500,2740,1343114595,2,23,48,True,
train,3501,2740,1344727176,4,25,50,True,
train,3502,1014,1335686016,25,3,3,True,
train,3503,2740,1336038865,3,5,13,True,
train,3504,591,1336526312,9,7,9,True,
train,3505,1939,1337130552,17,7,28,True,
train,3506,53,1338149300,4,6,6,True,
train,3507,405,1333884712,2,2,2,True,
train,3508,4550,1342157924,5,8,8,True,
train,3509,727,1343495965,2,43,43,True,
train,3510,238,1334404522,2,2,2,True,
train,3511,3754,1334991169,4,2,2,True,
train,3512,910,1336746025,4,1,1,True,
train,3513,190,1338982336,2,72,77,True,
train,3514,168,1334225986,8,0,0,True,
train,3515,1274,1335664803,2,3,7,True,
train,3516,8,1336194425,3,3,3,True,
train,3517,727,1343528782,3,46,46,True,
train,3518,1463,1344550607,2,107,113,True,
train,3519,271,1341060132,2,65,79,True,
train,3520,484,1339248124,2,23,24,True,
train,3521,648,1347689084,2,44,44,True,
train,3522,1026,1338206660,8,3,3,True,
train,3523,3917,1333541905,11,1,1,True,
train,3524,4584,1337413815,9,7,23,True,
train,3525,4786,1337618754,11,3,9,True,
train,3526,4786,1337789406,12,4,10,True,
train,3527,4786,1338304727,55,6,16,True,
train,3528,4722,1338533682,7,8,17,True,
train,3529,4786,1338830107,27,7,19,True,
train,3530,4427,1339071242,19,13,35,True,
train,3531,4786,1339338243,23,8,22,True,
train,3532,4786,1339604110,19,9,24,True,
train,3533,4786,1339945176,11,10,27,True,
train,3534,4584,1334463097,83,2,7,True,
train,3535,4786,1340203682,10,10,28,True,
train,3536,4786,1341771366,5,11,29,True,
train,3537,4349,1335022015,37,2,2,True,
train,3538,4541,1335239332,19,2,4,True,
train,3539,4394,1335372608,3,3,8,True,
train,3540,4584,1335675847,29,5,12,True,
train,3541,4766,1335879081,7,4,5,True,
train,3542,4584,1336988716,122,7,22,True,
train,3543,2236,1337253531,22,5,5,True,
train,3544,3311,1333536458,2,0,0,True,
train,3545,916,1336195721,3,6,6,True,
train,3546,693,1336455196,3,3,3,True,
train,3547,689,1337221036,4,6,8,True,
train,3548,3775,1337417857,6,2,2,True,
train,3549,689,1337653250,2,7,10,True,
train,3550,1674,1337772898,3,11,11,True,
train,3551,3311,1338288649,3,12,13,True,
train,3552,1130,1333676706,2,0,0,True,
train,3553,689,1338863274,7,9,13,True,
train,3554,4870,1339211225,6,0,0,True,
train,3555,689,1339554667,4,11,16,True,
train,3556,1508,1339856895,2,38,115,True,
train,3557,356,1333783970,2,6,8,True,
train,3558,689,1340246675,2,11,17,True,
train,3559,689,1340765171,2,13,19,True,
train,3560,1148,1341484592,9,2,2,True,
train,3561,3311,1341830685,4,22,24,True,
train,3562,4535,1342177057,3,3,3,True,
train,3563,689,1342578145,9,17,27,True,
train,3564,1352,1343482586,3,2,2,True,
train,3565,689,1333940411,4,1,1,True,
train,3566,192,1344662744,2,170,204,True,
train,3567,602,1345179702,3,10,10,True,
train,3568,2906,1345259623,6,36,37,True,
train,3569,1029,1347703617,4,8,8,True,
train,3570,689,1350614306,2,19,30,True,
train,3571,1148,1351245322,5,4,5,True,
train,3572,689,1352256241,5,21,37,True,
train,3573,1373,1334472600,5,1,1,True,
train,3574,3311,1335351243,5,6,6,True,
train,3575,916,1335685570,5,5,5,True,
train,3576,4483,1333536451,3,0,0,True,
train,3577,506,1335687423,6,1,1,True,
train,3578,922,1336098229,3,22,34,True,
train,3579,1085,1336540156,6,7,10,True,
train,3580,1085,1337221347,9,9,12,True,
train,3581,922,1339022913,5,35,54,True,
train,3582,4483,1339256708,3,9,19,True,
train,3583,4483,1334323073,10,2,5,True,
train,3584,922,1334629878,4,10,14,True,
train,3585,4483,1334990357,3,2,6,True,
train,3586,732,1335221423,5,8,17,True,
train,3587,3955,1339049297,8,4,7,True,
train,3588,3955,1339543737,6,5,10,True,
train,3589,739,1334568289,2,9,9,True,
train,3590,1016,1343607839,4,3,5,True,
train,3591,3955,1345375929,2,6,12,True,
train,3592,3955,1334845673,2,0,0,True,
train,3593,3349,1347707128,2,0,0,True,
train,3594,1973,1336172794,4,0,0,True,
train,3595,1761,1336565089,7,5,5,True,
train,3596,3955,1336785988,4,2,3,True,
train,3597,350,1333517012,2,0,0,True,
train,3598,2736,1335675161,2,0,0,True,
train,3599,1232,1339031354,2,13,34,True,
train,3600,2169,1339253265,2,1,1,True,
train,3601,1232,1341476590,2,16,41,True,
train,3602,73,1341636689,2,5,5,True,
train,3603,1502,1342868180,2,62,88,True,
train,3604,2169,1343403626,2,4,4,True,
train,3605,1232,1343610287,2,18,44,True,
train,3606,3820,1347699694,2,19,19,True,
train,3607,38,1334327388,2,1,1,True,
train,3608,3004,1337302167,10,3,5,True,
train,3609,3004,1337647327,2,4,7,True,
train,3610,2321,1338272735,6,6,17,True,
train,3611,2321,1338532298,2,8,20,True,
train,3612,1632,1339236735,9,27,33,True,
train,3613,2321,1339568946,4,10,29,True,
train,3614,2842,1342074152,3,2,4,True,
train,3615,2321,1334816437,2,1,1,True,
train,3616,2321,1335226966,2,2,3,True,
train,3617,2321,1335507891,2,3,6,True,
train,3618,48,1335523688,2,15,29,True,
train,3619,581,1336140830,3,4,5,True,
train,3620,1474,1336543770,5,5,11,True,
train,3621,1474,1337043509,3,6,13,True,
train,3622,234,1338528201,3,82,163,True,
train,3623,396,1334321754,11,0,0,True,
train,3624,234,1339136553,7,97,185,True,
train,3625,1474,1342056284,3,9,21,True,
train,3626,1474,1334884706,3,2,6,True,
train,3627,2351,1336465718,2,2,2,True,
train,3628,2351,1336861595,3,3,4,True,
train,3629,2351,1337385307,2,3,5,True,
train,3630,2351,1338285075,2,5,7,True,
train,3631,1993,1341642696,4,5,5,True,
train,3632,2351,1336172185,2,0,0,True,
train,3633,241,1336750074,2,3,4,True,
train,3634,2788,1341530357,2,5,7,True,
train,3635,643,1342133190,2,29,46,True,
train,3636,2712,1347685893,3,4,4,True,
train,3637,3317,1333773950,2,0,0,True,
train,3638,3966,1338276792,2,5,50,True,
train,3639,3966,1338521666,4,7,53,True,
train,3640,3966,1339312245,11,8,59,True,
train,3641,3578,1334620410,44,1,4,True,
train,3642,3317,1335654902,44,5,7,True,
train,3643,3403,1336089392,3,4,36,True,
train,3644,3578,1337300058,39,4,20,True,
train,3645,3317,1337653456,4,6,10,True,
train,3646,4031,1333518203,3,1,1,True,
train,3647,4031,1336532993,5,8,14,True,
train,3648,2692,1336653055,2,4,8,True,
train,3649,4031,1336881844,2,9,16,True,
train,3650,2870,1337163768,6,11,18,True,
train,3651,2692,1337623009,2,5,9,True,
train,3652,356,1338077351,2,215,323,True,
train,3653,1490,1333799030,2,1,1,True,
train,3654,2692,1334754468,9,0,0,True,
train,3655,1965,1334927810,3,2,3,True,
train,3656,1965,1335340118,12,5,6,True,
train,3657,4031,1335674778,2,5,10,True,
train,3658,2870,1336120425,3,7,11,True,
train,3659,3416,1343528481,2,1,1,True,
train,3660,726,1336868266,2,2,3,True,
train,3661,4265,1351208860,2,2,2,True,
train,3662,4496,1339114714,2,0,0,True,
train,3663,2487,1336093890,2,6,7,True,
train,3664,3113,1336952875,3,1,1,True,
train,3665,4154,1337214056,2,3,4,True,
train,3666,2561,1339248042,2,8,9,True,
train,3667,3761,1351139783,2,5,5,True,
train,3668,1386,1334391430,5,3,3,True,
train,3669,2561,1334912965,2,2,2,True,
train,3670,4154,1335398917,2,1,1,True,
train,3671,2060,1334361455,76,1,3,True,
train,3672,2060,1339198051,21,10,19,True,
train,3673,2731,1339616086,64,11,36,True,
train,3674,2860,1339726313,7,8,18,True,
train,3675,3022,1340054001,18,13,27,True,
train,3676,2060,1340237554,15,14,28,True,
train,3677,2781,1340577755,3,20,32,True,
train,3678,2731,1340753021,11,15,41,True,
train,3679,2292,1341372216,33,28,65,True,
train,3680,4757,1342164754,54,25,30,True,
train,3681,76,1334967089,70,2,9,True,
train,3682,302,1342615725,31,3,3,True,
train,3683,3400,1342752419,7,12,16,True,
train,3684,771,1343091490,8,10,14,True,
train,3685,2860,1343633945,15,13,28,True,
train,3686,2731,1344211486,12,22,56,True,
train,3687,4508,1344565254,18,17,30,True,
train,3688,4508,1344898604,15,18,31,True,
train,3689,4508,1345175401,18,20,33,True,
train,3690,4798,1346863898,14,4,5,True,
train,3691,2292,1347497375,5,37,82,True,
train,3692,3398,1335567417,58,3,9,True,
train,3693,2638,1349684663,11,9,9,True,
train,3694,1078,1336188542,44,4,19,True,
train,3695,3398,1336536456,39,5,18,True,
train,3696,4508,1336691379,22,6,10,True,
train,3697,2860,1338096731,19,6,12,True,
train,3698,664,1338310335,18,11,12,True,
train,3699,1715,1338518513,11,9,12,True,
train,3700,2959,1334274320,2,0,0,True,
train,3701,4658,1336963080,3,2,3,True,
train,3702,1229,1337239528,4,2,2,True,
train,3703,2959,1337636998,2,7,11,True,
train,3704,2959,1337809979,2,7,12,True,
train,3705,1330,1338096507,2,6,6,True,
train,3706,4658,1338517707,2,6,8,True,
train,3707,2959,1339019750,6,10,17,True,
train,3708,2959,1334785853,5,2,3,True,
train,3709,2467,1335256468,2,4,4,True,
train,3710,4658,1335407953,2,1,2,True,
train,3711,4145,1337253528,17,5,19,True,
train,3712,4549,1337653148,3,3,5,True,
train,3713,3839,1337766343,2,7,24,True,
train,3714,3839,1338289855,7,9,27,True,
train,3715,4145,1339115765,3,7,23,True,
train,3716,4095,1339386913,2,8,17,True,
train,3717,4145,1347606320,4,8,25,True,
train,3718,4095,1350432849,4,10,19,True,
train,3719,2302,1350629760,5,4,4,True,
train,3720,4145,1351235099,12,12,33,True,
train,3721,3030,1334394729,10,0,0,True,
train,3722,4976,1352264902,10,1,1,True,
train,3723,3839,1334883157,16,2,10,True,
train,3724,4099,1335571908,15,2,2,True,
train,3725,3839,1336136301,2,3,15,True,
train,3726,2524,1336709857,12,4,12,True,
train,3727,1679,1337171639,2,5,5,True,
train,3728,405,1338728776,2,32,34,True,
train,3729,1463,1339388907,3,69,73,True,
train,3730,48,1334057546,2,3,5,True,
train,3731,2913,1341662935,2,1,1,True,
train,3732,3992,1342425134,3,1,1,True,
train,3733,2400,1343563305,2,2,2,True,
train,3734,602,1335609237,2,1,1,True,
train,3735,175,1336998858,3,6,7,True,
train,3736,3961,1337651786,2,5,9,True,
train,3737,3961,1338860642,5,6,11,True,
train,3738,4599,1333512113,2,0,0,True,
train,3739,1563,1335657765,4,5,6,True,
train,3740,1563,1340231627,2,10,11,True,
train,3741,192,1333882070,2,7,8,True,
train,3742,4588,1334011855,2,1,1,True,
train,3743,404,1334271310,3,8,13,True,
train,3744,1517,1334750308,8,3,4,True,
train,3745,705,1334933163,4,1,1,True,
train,3746,2596,1333583696,4,1,3,True,
train,3747,3623,1336846676,14,5,5,True,
train,3748,3437,1337388746,12,3,3,True,
train,3749,1600,1338298265,3,8,17,True,
train,3750,2596,1338940411,4,9,26,True,
train,3751,4857,1339220459,5,1,1,True,
train,3752,1275,1340245264,2,1,1,True,
train,3753,341,1341546935,7,12,12,True,
train,3754,4857,1342050622,4,4,4,True,
train,3755,3437,1342224382,3,5,5,True,
train,3756,1600,1342610940,8,11,22,True,
train,3757,2280,1334267722,17,1,1,True,
train,3758,4857,1343610121,7,6,9,True,
train,3759,3429,1344698277,8,4,6,True,
train,3760,1275,1345422622,2,7,11,True,
train,3761,190,1345203323,2,107,116,True,
train,3762,3011,1346837883,2,9,14,True,
train,3763,4857,1347495341,2,10,14,True,
train,3764,3052,1334734285,2,0,0,True,
train,3765,3623,1350053223,3,9,9,True,
train,3766,4857,1350434325,2,12,16,True,
train,3767,4857,1350607993,2,13,17,True,
train,3768,3011,1351081458,2,11,16,True,
train,3769,3623,1351325764,3,10,10,True,
train,3770,579,1351771169,2,11,12,True,
train,3771,4857,1352247295,8,17,21,True,
train,3772,4637,1334910108,3,16,17,True,
train,3773,2596,1335398624,10,3,12,True,
train,3774,934,1335675112,5,1,1,True,
train,3775,1522,1336207642,7,2,2,True,
train,3776,979,1333583183,6,2,2,True,
train,3777,4802,1336525762,5,4,6,True,
train,3778,584,1336741113,4,67,125,True,
train,3779,4802,1337060063,4,7,10,True,
train,3780,3291,1337331476,4,14,21,True,
train,3781,4802,1337655163,4,10,13,True,
train,3782,4802,1337787327,2,12,15,True,
train,3783,979,1333957594,2,6,6,True,
train,3784,4802,1339506993,3,18,22,True,
train,3785,4802,1340767764,4,19,25,True,
train,3786,4802,1341370269,3,21,27,True,
train,3787,584,1334270528,5,17,25,True,
train,3788,1108,1334567484,2,4,6,True,
train,3789,584,1335091099,3,34,66,True,
train,3790,2546,1335524508,6,3,4,True,
train,3791,4802,1336360754,2,2,3,True,
train,3792,4010,1333931727,2,0,0,True,
train,3793,404,1335484191,4,39,58,True,
train,3794,224,1347709602,4,9,9,True,
train,3795,403,1352201370,2,8,8,True,
train,3796,1463,1336697979,2,29,29,True,
train,3797,3962,1341460775,4,1,1,True,
train,3798,2099,1342447244,2,5,5,True,
train,3799,1697,1333500952,4,0,0,True,
train,3800,1697,1337648763,12,9,24,True,
train,3801,1697,1337906687,2,9,25,True,
train,3802,1662,1338294546,11,9,14,True,
train,3803,1662,1338510126,3,9,15,True,
train,3804,2691,1339201228,21,14,48,True,
train,3805,2691,1339457543,6,15,51,True,
train,3806,2691,1339629089,3,16,53,True,
train,3807,2691,1339973768,5,17,55,True,
train,3808,2691,1334057617,2,1,1,True,
train,3809,2691,1340751146,2,17,56,True,
train,3810,2691,1341271292,4,19,58,True,
train,3811,972,1341493714,6,5,7,True,
train,3812,2691,1335052397,42,3,12,True,
train,3813,3182,1335676159,29,6,6,True,
train,3814,1781,1335912496,3,4,19,True,
train,3815,2691,1336175519,8,7,24,True,
train,3816,1086,1336532593,16,6,15,True,
train,3817,1086,1337311923,32,8,22,True,
train,3818,2794,1336149644,5,4,4,True,
train,3819,1652,1336353099,3,6,12,True,
train,3820,4599,1336741354,9,2,2,True,
train,3821,1902,1337253301,3,9,11,True,
train,3822,2041,1337422570,4,9,11,True,
train,3823,1652,1338944699,2,17,26,True,
train,3824,1652,1339117501,5,19,28,True,
train,3825,2716,1339375108,2,6,7,True,
train,3826,584,1334194548,2,15,21,True,
train,3827,1502,1334619642,4,4,4,True,
train,3828,4456,1335400738,3,2,2,True,
train,3829,856,1336150138,2,4,4,True,
train,3830,3276,1337000884,6,1,1,True,
train,3831,2554,1337223426,5,4,6,True,
train,3832,3276,1337406688,2,2,4,True,
train,3833,3697,1333934787,2,4,4,True,
train,3834,1116,1339583057,2,6,9,True,
train,3835,2554,1341474410,3,7,11,True,
train,3836,3697,1334275836,3,14,16,True,
train,3837,931,1333856041,3,1,1,True,
train,3838,1070,1337945174,3,3,3,True,
train,3839,1070,1338178819,2,4,4,True,
train,3840,4440,1337174610,2,10,10,True,
train,3841,584,1337394507,2,80,152,True,
train,3842,4440,1333813379,2,0,0,True,
train,3843,573,1334148130,2,2,3,True,
train,3844,4440,1334465637,2,3,3,True,
train,3845,549,1341664497,8,6,8,True,
train,3846,3952,1341829136,2,5,7,True,
train,3847,286,1343573410,2,8,8,True,
train,3848,4971,1351438355,2,28,30,True,
train,3849,188,1335089634,7,0,0,True,
train,3850,348,1333536810,4,7,8,True,
train,3851,348,1336050220,2,90,170,True,
train,3852,2903,1336524282,5,7,19,True,
train,3853,348,1337081668,3,138,252,True,
train,3854,2903,1337652709,3,8,21,True,
train,3855,348,1337957863,3,171,307,True,
train,3856,348,1338805544,2,192,333,True,
train,3857,2903,1339149699,2,10,24,True,
train,3858,348,1339499441,3,213,370,True,
train,3859,159,1334316823,14,0,0,True,
train,3860,2903,1344499918,2,13,27,True,
train,3861,348,1346840074,2,298,477,True,
train,3862,348,1347700713,2,302,482,True,
train,3863,2903,1350036403,2,16,31,True,
train,3864,348,1350907989,2,310,490,True,
train,3865,2903,1351218743,6,17,33,True,
train,3866,348,1352117162,2,324,512,True,
train,3867,348,1334887377,12,54,105,True,
train,3868,2903,1335404846,8,4,15,True,
train,3869,348,1335605756,2,79,155,True,
